c1,c2,c3,c4,c5,c6,c7,c8
0.5,4,2.1,0.2,0.6,0.1,-10.2,Good
-1.1,,0.5,0.9,1.9,0,4,Very Good
-1,3.4,0.3,0.4,1,1.9,-7.2,Fair
1.5,1.8,1.1,1.3,0.1,1.3,-3.3,Good
-1.6,-8.8,0.4,0.9,0,0.9,-10.7,Fair
0.7,-0.8,2.9,7.1,1,0.8,-4.1,Good
-1.1,0.1,0.9,0.5,1.7,1.5,0.7,Excellent
2.2,-2.3,0.6,1.3,0,0.3,-9.7,Poor
-0.2,1.6,1.3,6,0.6,1.2,-18.9,Very Good
-0.7,4.9,1.2,1,1.6,1.1,-4.5,Good
0.4,0.1,1.7,2.8,,0.2,-6.8,Good
0.6,-0.6,1.2,1.7,1,0.7,8.9,Very Good
0.7,-1.2,1.3,2.6,1.6,0.2,-14.5,Good
-0.1,7.3,0.5,1.9,0.6,1,-3.7,Very Good
0.1,-1.3,0.1,3.5,0.7,0.6,3,Very Good
,-8.9,1.1,0.3,2,1,-3.5,Very Good
0.3,-0.2,1.1,0.2,0.5,0.9,6.3,Very Good
0.8,0.7,0.4,0.5,0.6,0.4,13,Poor
1.5,4.3,17.3,30.5,2.1,1,-2.7,Good
-1.5,9.2,1.1,1.8,,0.2,7.1,Excellent
0.8,-2.9,0.8,0,0.7,1.8,3.1,Very Good
1.7,-1.3,0.7,0.6,0.7,0.8,0.9,Very Good
,4.6,1.1,0.3,0.5,0.7,-1.3,Fair
0.3,,0.6,2.1,2.3,0.2,-23.6,Excellent
-1.6,9.2,1.5,0.7,1.3,0.3,2.6,Poor
0.3,-1.7,2,0.8,1.6,1.4,-1.4,Very Good
-0.3,-4.1,1.5,0.1,2,0.1,-7.7,Excellent
-0.5,-6.1,0.9,1.8,0.2,1,10.4,Very Good
-0.6,0.8,0.2,1.5,0.4,0.5,-10.1,Fair
-1,-8.5,1.4,0.1,0.8,0.2,-8.7,Very Good
1.9,7.7,0.3,0.4,0.7,0,21,Good
-1.4,-4.2,1.8,0.5,2,2.6,-10,Fair
-0.1,-4.3,0.5,23.4,1,1.9,2,Good
0.7,,0.7,0,1.7,0.1,9.2,Poor
-0.6,-3,0.1,80.8,0.4,,8.7,Good
0.5,-8.1,1.6,0.1,,0.5,-13.3,Very Good
0.5,5.4,1.1,12.4,0.3,2.2,-4.7,Very Good
1.1,0.2,0.2,0.1,0.1,0.1,-6.5,Poor
0.5,4.7,0.9,2.3,0.5,0.5,4.9,Fair
1,-7.4,0.9,7.9,0.1,5.2,15,Excellent
-0.2,-3,0.3,0.4,0.2,3.8,9.5,Very Good
-1.1,2.5,3.1,0.5,0.6,,6.1,Poor
-1.5,-1,1,0.1,1.4,1,-3.7,Very Good
-1.1,-0.3,0.6,0.2,0.2,0.4,-18.3,Very Good
0.8,-9.2,0.7,1.5,1.6,0.7,-3.9,Poor
0,3.9,0.5,0,1.4,0.5,-10.3,Fair
0.2,5.5,0.3,5.7,0,0.6,0.4,Good
-1.5,2,2.2,0,0.6,0.7,6.5,Excellent
0.5,-8,1.5,0.1,0.5,0,-3.8,Excellent
1,-1.3,1.4,0.3,0.9,,-7.1,Excellent
-0.2,8.2,2.1,5.8,0.4,0.4,0.5,Good
0.1,-15.6,0.6,0.6,3.7,1.4,7.7,Fair
-2.2,-0.8,0.4,0.5,1.6,1,-2.2,Fair
0.7,-0.2,2.5,0.4,0.5,0.5,12.1,Poor
-0.3,6.4,0.8,0.1,0.6,0.5,-1,Fair
0.1,-5.8,0.8,0.1,0.5,0.2,14.4,Very Good
0.9,-1.9,7.9,1.6,0.6,0,-5.9,Poor
-0.5,4.4,1.6,140.2,2,,12.1,Good
1.4,1.8,1.1,4.1,0.3,2,2.7,Excellent
-0.4,-2.5,1,0.6,0.8,,3.6,Poor
-1.3,-5.4,0.3,9.6,0.3,1.6,-1.9,Fair
,-6.6,1.3,1.1,1.1,0.7,1.2,Fair
-0.4,-3.6,1,0.1,0.4,0.1,1.6,Good
0.1,-0.2,2.4,0.4,1.5,,7.2,Very Good
-0.3,-0.3,3.7,1.7,1.2,0.3,-2.2,Excellent
0.7,-2.6,1.7,0.4,0.9,0.1,-15.2,Excellent
0.2,-5,1.2,2.1,0.3,2.5,-17.5,Fair
1.5,-2.5,0.3,2.6,0.4,0.3,21.6,Poor
-1.4,,1.4,0.2,2.3,0.2,-4.6,Good
-1,6.5,1.1,0.8,1.2,0.5,-11.7,Excellent
1.2,-11.3,0.9,0.4,0.2,0.3,-7,Fair
1.4,1.1,0.5,0.8,0.2,0.5,-0.5,Excellent
0.8,3.6,2.5,20.1,1.5,2.6,17.9,Very Good
0.4,-5,0.8,3.6,1.6,0.3,13,Very Good
1.1,-3.5,0.3,0.3,1.7,0.2,-8.7,Fair
0.3,-13,3,0,1.1,0.5,8.8,Fair
0.1,-5.4,3.6,9.6,0.8,3.6,4.7,Excellent
1.4,3.5,0.6,0.9,0.3,1.1,1.3,Very Good
-0.2,4.2,0.8,0.7,,0.4,2.9,Good
-1.1,,0.6,0,0.2,0.4,-10.9,Fair
0,-4.1,0.9,0.4,0.1,1.1,-6.9,Very Good
-0.5,-6.1,2.5,0.1,0,2.1,-4.4,Poor
0.6,,0.9,21.9,0.1,0.6,1.8,Good
0.1,6.2,1.2,1.9,1.7,0.3,-8.6,Good
-1.9,-2,1.1,211,0.3,,9.8,Fair
1.3,-0.7,1.3,0.2,1.2,0,14.8,Very Good
-0.2,-4.7,0.4,0,1,1,-15.6,Excellent
-0.4,-8.5,0.8,0.7,2.3,,-12.7,Excellent
1.5,-10.3,1.2,2.9,1.1,0.5,-12.7,Excellent
-0.2,3,0.7,0,0.2,0.4,-19.7,Excellent
-1.5,3.5,1,3.3,0.3,0,0.9,Poor
1.7,-1.2,1.7,0.1,0.1,0.7,-7.7,Very Good
0.2,3.4,0.1,4.8,0.5,0.2,3.3,Poor
0.9,-2.7,0.4,3.4,,1.9,3,Fair
-0.1,10,1.1,0.4,0.4,3,-4.8,Very Good
0.9,-1.6,0.7,0.9,1.6,4.1,-17.9,Good
-0.6,-1.5,1.1,0.2,1.1,1,-7.4,Good
-0.8,-5.8,0.5,0.1,,,1.9,Very Good
-0.6,-3.9,1.9,3.4,0.5,,-1.8,Fair
-0.6,7.1,0.9,3.7,0.3,0.4,-6.3,Very Good
-0.9,0.7,1.9,1.1,0.3,1.6,-4.9,Very Good
0.6,-6.9,1.2,13.4,0.7,1,23,Very Good
0.8,-5.4,0.4,0.3,1.4,0,2.1,Good
0.3,0.1,0.2,1,1,1.1,14.9,Good
0.1,7.3,0.7,1.3,0.7,0.4,-2.3,Excellent
-0.2,-2.9,2.1,0.3,0.5,0.3,-23.6,Fair
-1.6,-3.5,1.3,0.2,2.4,0.2,6.4,Good
-0.6,9.9,0.2,6.8,0.5,,0.7,Very Good
-0.6,2.1,0.5,2.8,0.7,1.2,-16.5,Fair
1.4,-8.6,0.3,0.1,0.4,0.3,5.7,Very Good
0.6,,5.2,0.1,1.5,0.5,-2.6,Very Good
0.9,-1.5,1.1,0,0.1,1,-12.5,Very Good
0.3,5.8,6.2,0.7,1.1,0,7.6,Excellent
-0.6,,2,2.9,0.3,,-12.6,Good
0.2,-3.7,1.6,0.1,0.1,0.1,-4,Fair
-2.9,-3.1,0.8,0.1,2.6,0.2,0.2,Very Good
1.9,4.5,1.3,0.1,0.7,0.4,2.4,Good
-1.3,-8.5,0.7,10.6,2.7,3.7,-1.7,Good
-1,-7.5,0.4,0.7,1.4,0.7,-15.6,Poor
0.1,3.4,8,12.1,0.5,2.2,-3.6,Excellent
-1,-10.5,2.9,0.6,0.4,0.1,2.3,Very Good
0.3,-3.1,0.9,0.3,0,2.1,1,Poor
1,-0.5,2.1,3,4.3,0.1,-0.6,Very Good
0.7,-0.1,0.4,0.7,1.2,0.4,-11.2,Fair
-0.3,-6.2,3.4,7.8,0.1,0.4,7.5,Good
1.4,-3.9,1.5,0.1,0.4,0.2,-7.9,Very Good
-0.1,-3.8,0.4,63.9,0.1,1.6,28.9,Very Good
2,-0.2,3.3,1.1,0.5,0.2,2.5,Fair
-0.3,-3,0.2,1.1,0.6,0.3,13.9,Fair
-1.3,-1.9,13.3,2.4,2.2,0.5,12.2,Very Good
-2.4,-5.8,0.5,2.8,4.1,0.9,-18.4,Fair
1.6,6.1,0.1,141.3,1.4,1.8,8.9,Poor
-0.1,6.4,0.4,2,2.2,1.4,0.7,Very Good
0,1.6,0.3,0.1,0.4,,3.3,Fair
1.3,-3.2,0.7,0.4,1.5,0.3,-3.4,Excellent
,4.2,4,0.3,0.8,1.3,2.6,Very Good
-1,,2.6,0.1,0.4,2.2,9.7,Very Good
0.8,1.1,0.3,0.3,0.5,,-11.9,Poor
0.5,-0.7,0.5,2.5,0.5,0.8,5.9,Good
-0.2,-0.7,2.3,0,0.2,0,-9.8,Excellent
0.1,8.1,3,9.1,0.3,0.2,0.3,Fair
0.1,-3.5,0.6,2.1,0.2,1.2,-12.8,Fair
-0.8,-3.8,0.8,1.5,0.8,,0.6,Excellent
0.4,-4,8.4,11.3,0.4,1.7,-4.1,Good
-0.8,-0.9,0.1,0.3,0.5,0.4,0.9,Excellent
-1.1,6.3,1.6,0.3,,0.1,-15,Poor
-0.5,4.4,0.8,2.2,0.1,,2.2,Fair
0.9,1.9,2.2,0,2,0.5,13.9,Poor
-0.9,-2,0.6,0.3,1.4,0.9,5.8,Fair
-0.4,,3.5,0.1,0.5,0.4,12,Fair
-0.1,5.5,4.5,1.2,1,,-8.1,Very Good
-0.1,3.5,4.5,1.6,0.1,1.9,-9.8,Very Good
-1.6,,0.9,0.1,0.6,0.4,-2.5,Poor
-1.4,-1.9,1.8,4.2,0.2,0,-7.9,Very Good
-1,,1.2,9.5,2.3,2.3,-9.1,Poor
-0.7,-4.4,0.5,1.9,0.1,1.3,-7.4,Excellent
-0.5,15.1,0.1,1.3,0.4,1.4,10.6,Excellent
-2.1,-6.1,1.7,24.6,1.7,0.4,-10.9,Very Good
-0.6,3.4,0.3,0.2,0.4,0.5,-10,Good
-0.2,-2.4,0.7,4.6,0.8,1,1.8,Poor
-0.2,-3.1,0.3,14.8,,2.9,2.2,Excellent
-0.2,5.6,6.2,0.2,0.3,0,7.1,Fair
-0.7,3.1,0.9,0,0,0.3,-6.3,Very Good
-1,16.9,0.4,0.3,2.9,0,-3.9,Fair
-0.6,-3,4.7,4.8,1,,1,Excellent
1.8,2.1,4.2,8.9,0.5,,2.1,Excellent
-1.3,4.4,0.9,0,0.4,1.7,3.8,Very Good
0.4,3.4,2.9,3.1,1.4,,-4.2,Good
-1.3,5.1,0.7,0.5,1.3,0.1,5.2,Excellent
0.9,-3.1,0.2,0.6,2.3,2.3,-8.2,Very Good
-1.9,4.7,2.7,1.2,0,0.2,8.3,Fair
-1.3,-3.7,0.3,0.3,0.4,0.6,11,Good
-0.4,-5.6,2,0.2,1.9,0.1,0.3,Good
1.3,5.3,0.4,2.3,0.8,1,0.4,Fair
-1.2,-2.6,0.5,0,,0.5,-3.2,Poor
0.8,3.3,0.7,0,0.9,1.4,17.2,Very Good
2.5,3.3,0.6,1.6,0.5,2,3.6,Very Good
0.3,-4,0.5,0.7,0.6,0.1,10.8,Good
1,,0.9,0.7,,0,1,Excellent
0.6,-2.3,0.1,0.5,0.4,0.5,-11.9,Very Good
-1.3,0.9,0.3,0.1,1.7,0.4,3.2,Poor
0.1,-2.8,5.7,0.5,,0.8,13.4,Very Good
1.1,,1.6,2.7,1.2,0.2,3,Good
0.9,4.1,6.7,0.4,0.2,0.3,3.7,Poor
-0.9,-2.9,2.7,0.2,0,0.2,8.7,Fair
0.6,0.1,0.8,0.2,0.8,0.5,1.6,Very Good
-1.3,,2.7,170.5,2.1,0.5,-11.5,Fair
0.7,3.3,1,13.5,2.2,0.4,7.4,Good
0.9,-4.2,0.5,0.4,1.3,0.8,-16.6,Very Good
0.2,4.2,0.1,1,0.3,1.5,10.2,Good
0.2,-1.3,0.2,1.4,3.1,0.4,4.7,Excellent
0.3,0.7,0.2,3.7,1.4,2.2,-9.9,Fair
,0.3,1.7,0.1,1.8,,14.8,Fair
-1.5,-3.1,2.5,0.2,,4.1,-0.1,Excellent
-1.1,-0.7,0.6,23.9,0.5,2.2,16.4,Fair
1.3,-1,0.1,1.7,0.3,0.6,-4.7,Good
-0.5,4,0.5,0.1,0.2,0.5,-4.3,Excellent
0.8,-3.8,7.9,17.6,1.6,0.1,-6.6,Good
0.7,7,7.5,2.1,0.2,0.4,-3.9,Good
-1.1,-5.3,1.3,2.3,0.4,0.1,-9.3,Very Good
1.3,,0.3,0.2,0.4,1.2,-6.2,Very Good
1.8,-0.8,1.1,1.6,0.1,4.3,-3,Excellent
1.2,-1.3,3.1,0.2,2.1,0,10.8,Excellent
0.4,-2.8,2.2,2.6,0.1,0.4,14.1,Good
-0.9,0.6,1.9,3.3,2.2,0.5,0.8,Good
0.7,-6,3.2,3.3,0.7,1.4,1.2,Poor
0,-2,1,16.9,3.7,2.7,0.7,Very Good
1.2,-8.9,3.1,0.1,0.4,0.7,6.8,Excellent
-1.5,7.4,3.7,0,0.2,2.6,-6,Excellent
1.3,10,3.9,0.7,0.1,,10.6,Very Good
2.1,,2.7,1,0.6,0.3,-5,Very Good
-1.1,4.3,0.6,4.2,0,1.1,-10.6,Good
-2.1,2.3,3,0.6,1,0.1,5,Poor
-1.1,0.2,0.1,3.4,0.5,1.5,25.1,Excellent
-1.1,,0.7,16.6,0.3,0.4,-0.6,Fair
1.4,-0.3,0.5,0,1.2,,8.2,Excellent
0.2,2.7,0.4,1.5,1.4,0.5,1.7,Very Good
0.5,1.7,1.8,0.6,0.2,2.4,15.1,Good
0,-4.4,2.9,0.1,0.3,0.5,20.8,Poor
0.2,-2.2,0.6,1.2,0.4,0.7,-0.5,Very Good
1.1,7.6,1.9,0.1,1.1,1,0,Excellent
-2,6.1,6.3,10.7,0,1.4,11.4,Poor
-1.1,5.2,1.1,0.7,1,0.7,-3.5,Very Good
0.1,-4.6,1.4,1.9,1.6,0.3,3.9,Poor
1,0.7,1.9,0.3,0.4,0.3,12,Good
2.3,6.3,0.4,11.7,0.5,0.5,14.1,Good
1.3,-1.6,0.6,8.2,0.1,0.9,0,Very Good
-0.8,-9.3,1.3,0.4,1,1.1,12.1,Good
0.1,-2.6,0.6,26.4,4.1,1.6,-10.2,Good
-0.2,-3.8,2.4,0,3,0.4,-6.1,Excellent
0.1,-4.9,0.1,4.1,1.9,0.8,11.7,Very Good
-0.9,2.5,5.3,1.1,0.2,0.5,-9.6,Poor
-1.1,-3.5,0.5,0.9,0.7,0.1,-5.6,Fair
-1.5,-9.1,1.4,0.2,0,0.3,-0.5,Very Good
1.2,2.7,1,0,0.4,0.2,-9.4,Fair
0.2,8.7,1.3,0.3,0.5,1.1,2,Good
-1.1,5.6,0.6,0,2,2.3,-5.5,Excellent
-1.1,,0.7,0.7,1,1,-16,Good
1.5,6.6,0.3,0.9,0,1.2,-6.1,Fair
0.7,-7.1,1,0.2,,0.3,-0.5,Good
1.3,0,0.2,1,0.3,1.7,9.3,Very Good
-0.8,3,2.1,3.6,0.6,0.1,6.6,Good
-0.6,-4,1.2,0.1,2.1,0,-6.3,Fair
-2.1,-5.2,8.4,1.4,1.1,0.1,-9.5,Poor
0.2,-2,0.6,5.5,0.4,0.2,9.9,Fair
1.7,-1.3,0.5,2.7,0.4,1,14.5,Very Good
-0.3,-4.4,0.2,3.1,1.1,0.3,-10.5,Very Good
1.2,1.1,0.5,0.3,3.6,0.8,-3.3,Very Good
-0.2,3.9,0.3,5.8,0.5,1.1,-5.4,Excellent
-1.5,2.6,0.8,0.1,0.2,1.7,-0.1,Good
-0.7,0.7,5.7,0.2,0.3,1.6,15.9,Very Good
-0.2,-1.7,0.8,0.9,2.6,1.5,-9.1,Fair
1.3,3.2,0.3,0.2,0.5,0.2,17.6, Fair
-0.8,-1.6,3.8,5.8,0.3,,10.1,Good
-0.9,-0.6,0.8,0,0.5,1.2,-3.9,Very Good
-0.9,2.8,0.6,0.2,0.2,2.3,14.8,Poor
1.3,-4,0.6,1,0.3,0.4,-3.9,Fair
0.9,3.6,1.9,0.8,2.5,,-6.6,Good
0.4,-0.3,0.7,0.2,,0.9,-18.8,Poor
-0.6,1.6,0.7,1.7,0.3,1.2,-4,Very Good
0.2,2.9,1.3,5.3,0.9,1.5,3.8,Excellent
0.6,-7.3,1.4,0.8,0.1,0.4,-7.6,Very Good
0.5,-0.7,1.2,0.1,0.7,1.1,-16.9,Very Good
-0.2,-5.1,0.9,19.6,1.6,0.3,-18.6,Excellent
0.3,2.5,0.2,0.3,1,0.8,-5,Fair
1.4,1.3,1,1.6,2,0.3,-13,Very Good
-0.7,-9.6,0.4,0.2,0.2,2,2.2,Fair
0.1,0.2,0.5,0.1,0,,-30.7,Very Good
0.9,2.1,0.6,8.5,0.2,,-9.9,Very Good
0.7,-7.4,0.5,0.1,0.5,0.6,-2.3,Excellent
-0.1,6.7,1.8,4.1,0.5,0.5,-15.1,Good
0.7,3.5,0.9,2.3,1,1.6,1.4,Excellent
0.6,4.4,0.8,0.1,1.4,3.7,-6.1,Fair
0,-3.2,1.6,10.1,0.4,0.4,15.9,Good
-1.1,-0.6,0.2,3.1,0.4,0.9,-12.1,Fair
1.1,-10.1,1.5,0.2,0,0.5,-3.1,Excellent
-1.4,1.8,0.4,0.1,0.7,0.6,-16.6,Poor
-0.1,1.9,0.9,12.7,0.6,0,-12.8,Very Good
-0.2,-0.8,1.2,14.1,0.5,1.4,8.3,Excellent
1.6,-1.7,1,0.3,0.7,1.6,18.9,Good
,,1.2,2,0.4,0.2,-0.1,Fair
-1.1,-1.6,1.1,11.1,1,1.4,17.3,Very Good
-0.4,9.4,1.3,0.1,0.4,0.6,-2.7,Fair
-0.9,5.2,1.2,8.5,3.8,0.2,6.5,Very Good
-1.1,-4,0.2,0.5,5.2,0.1,-19.3,Good
1.1,1,1.2,1.6,,0.5,-3.3,Poor
2,-1.8,3,0.3,0.1,0.1,-5,Very Good
-0.5,0.3,1,4.4,2.2,0.3,4.8,Fair
1,-5,2.1,0.5,0.5,0.2,-15.1,Good
-0.3,,0.7,0.4,0.8,0.4,8.9,Fair
-1.4,-3.8,1.6,0,0.1,1.7,3.7,Poor
-1.7,4.8,0.3,0.5,1.9,1,0.2,Very Good
-1.3,4.8,0.9,17.3,2.6,2,3.3,Fair
1.3,-1.8,0.5,0.2,0,0.7,-7.8,Fair
0.8,5,15,49.1,0.2,0.8,-5.9,Good
-1.6,-6.3,3,0.1,0.5,0.4,2.2,Good
0.1,-2,1,0,1,0.2,-21.6,Poor
-1.2,-4.8,1.7,14.1,0.1,2,-15.2,Good
0.2,9,0.6,0.6,1.4,1.6,1.6,Fair
1.5,0.3,0.5,15,0.3,1.3,14.8,Very Good
-0.8,2.2,1.9,0.7,0.2,2.3,18.9,Excellent
-0.1,,0.3,1.7,0.7,0.5,-3.5,Fair
-1.1,-3.4,0.2,11.6,0.8,0.7,-1.2,Fair
-2,2,0.3,0.2,1.8,0.7,6.4,Excellent
1.3,,2.3,1,0.2,0.7,-9,Very Good
0.7,-1.2,1.5,0.4,1,,4.3,Poor
-0.2,-4.8,0.8,0.8,0.4,0.6,20.3,Very Good
1.3,4.5,2,0.2,0.9,0.5,10.3,Poor
-1,-5.5,0.4,0,1,2,3.9,Fair
1,1.7,0.4,0.1,0.6,0.7,-24.1,Very Good
-0.9,7.6,0.4,2,1,0.6,8.6,Good
-0.7,1.1,0.1,0.1,0.2,1.6,14.3,Very Good
0.5,-6,1.1,0.4,0.7,1,6.3,Excellent
0,1.4,0.8,0.1,0.2,1.1,-2.8,Fair
-1.7,7.6,2.5,0.2,1.1,1.6,-12.5,Fair
0,3.9,3,0.2,1.2,0.6,4.6,Very Good
-1.7,-0.2,0.5,0.1,0.3,0,-6,Fair
0.2,5.3,0.4,0.8,1.5,1.7,-12.8,Good
1.3,-3.7,1.8,1.7,0.8,,13.3,Very Good
-0.5,-4.2,2,0,0.9,0,-9.1,Excellent
-1.6,-10.4,0.9,1.5,1.3,0.1,4.4,Good
0.4,-9.3,1.5,12.9,1.9,1,-3.2,Excellent
1.1,-0.1,0.3,8.8,0,1.9,3.4,Very Good
1.1,0.8,1.2,0.1,0.1,0.6,4.1,Fair
-0.5,5,0.3,5.5,0.3,0.9,3.8,Very Good
-0.6,-3.4,1.6,1.3,5.1,0.3,4.1,Poor
0.2,-4.3,3.8,3.3,0.6,1.7,8.8,Fair
-1.6,0.1,2.3,17.6,0,1.2,4.2,Fair
-0.3,-7.1,1.1,0.2,0.8,0.6,-6.4,Fair
-0.8,,0.5,1.7,0.5,3.8,6.1,Fair
,-7.5,0.7,0.6,0.3,0.2,-7.3,Fair
0,-1.1,5.6,2.2,0.2,1.7,6.6,Excellent
-1.2,-10,0.2,1.4,1.1,3.1,4.2,Good
1.3,6.8,3.4,3.5,1,0.7,-10.6,Good
1.9,2.1,0.3,1.9,0.1,,-5.1,Very Good
-0.9,-5.1,1.2,0.5,0.6,2.4,3.4,Poor
-0.1,-2.2,3.6,0.2,3.7,0.9,-16.8,Very Good
-0.4,-6.5,1,0.2,0.7,0.2,11.4,Very Good
1.2,9.6,0.6,0.3,0.1,0.6,-19.6,Poor
1.2,1.7,0.4,21.8,0.2,1.5,14.8,Good
0,-2.5,0.5,3.3,0.2,3.1,10.7,Excellent
1.1,1.4,1,208.1,1.3,,-4.8,Good
-1.7,,0.3,0.2,0.1,0.8,3.7,Very Good
0.9,-0.5,0.3,0.1,1.2,1.3,-8.7,Good
0.9,1.3,0.8,0,1.3,0.4,9.9,Good
-0.8,5,4.9,2.8,0.3,0.7,-4.7,Good
1.2,2.1,1.4,4.3,1.5,0.6,-0.1,Good
0,,5.1,2.5,0.1,0.4,-1,Poor
0.3,-0.2,0.5,3.5,2.1,3.6,9.3,Very Good
1.6,6.7,1.3,9.3,0.1,,-2.8,Fair
-0.5,1.2,1,3.5,2.8,1.1,-1,Excellent
-0.6,7.6,0.5,11.1,0.6,,9.2,Fair
0.4,0.5,0.8,1.6,0.7,1.7,-13.3,Fair
-0.3,-5.7,0.3,0.5,0.2,0.2,1.3,Good
-1.4,7.1,2.4,1.5,1.1,0.5,-20,Poor
0.7,-16.1,0.7,0.3,3.9,1.6,5.8,Fair
1,-0.2,0.4,0.5,0.6,1,9.5,Good
3.3,6.4,10.2,1.7,0.5,0.2,11.6,Very Good
-0.4,-5.9,4,0.3,0.9,,9.6,Very Good
-1.1,-3.3,0.4,0.7,0.5,1.5,-11.7,Very Good
-0.8,6.2,1.2,6.7,0.1,0.8,-1.7,Very Good
1.5,-6.8,0.8,0,,0.1,-2.4,Good
-1,,0.7,0.1,0.3,0.7,-3.5,Very Good
0.8,5,0.2,0.8,1.3,1.5,-16.2,Good
0.7,-6.7,0.1,0.7,2.4,2.7,-14.4,Good
-2,-8.1,0.2,0,0.2,1,1.8,Good
0.3,-1.2,1.2,0.9,0.2,1.1,-3.5,Poor
0.9,0.2,1.4,1.4,0.7,0.2,3.7,Good
1.4,2,2.2,0.3,1.6,1.3,8.9,Very Good
0.2,1.1,13.1,0.9,,1.1,13,Very Good
0.8,-11.1,1.2,0.7,0.6,0.1,9.2,Good
-0.2,-2.7,0.4,1.7,2.3,1.7,-18.9,Poor
-0.4,1.9,3.3,0.1,2.9,,-1.7,Very Good
-1.3,-2.4,0.9,1.8,0.4,0.3,-3.7,Very Good
-1.2,2.4,2.6,1.3,3.1,,-11.5,Very Good
-0.2,-6.8,0.7,3.1,,,1.4,Fair
-0.9,0.5,1.8,1,0.7,1.3,-8.1,Excellent
-1.8,-0.8,0.1,0.4,0.1,0.5,-20.4,Excellent
-0.4,-3,1.9,0,0.3,2.3,-5.2,Poor
0.5,-2.7,2,0.3,0,0,-6.5,Poor
-1,-8.9,2.6,4.3,0.5,,23,Fair
0.7,-1.3,0.4,46.4,0.2,1.7,2.1,Very Good
1,-3.2,0.7,1.7,0.1,0.6,-1.2,Very Good
0.8,2.3,0.6,21.4,0.6,2.2,1.4,Excellent
0.2,-5.1,1.2,0.6,0.2,,-17.9,Very Good
1.6,-2.1,2.2,0.5,0.1,1.9,-5.8,Excellent
-0.2,8.6,1.4,2.2,3.1,,-18.8,Excellent
-2.4,,3.5,1.5,0.9,1,6.7,Poor
0.6,-5,0.2,4.7,1.8,4.4,-5.1,Good
1,4.1,1.3,1.7,1.2,0,14.7,Good
1.3,-1.7,0.2,5,0.4,0,-7.2,Very Good
0.8,1,1,1,0.1,0.6,-16.9,Very Good
-1.7,1.2,0.1,0.1,2.1,0,-9.3,Very Good
0.8,3.8,0.5,97.9,0.4,,18.1,Fair
0.7,,5.7,0,1,0.8,-0.1,Good
0.7,-1.2,2.4,0.1,0.5,1,1.4,Good
-1.4,5.1,0.5,2,0.3,,-8,Good
0.7,0.7,1.9,3.9,1.1,0,-0.8,Good
0.2,,1.1,0.3,0.1,3.4,10.7,Excellent
-0.1,3.4,1.3,0.4,0.1,0,12.1,Very Good
0.2,,2.1,0.8,0.1,0.5,-9.5,Good
,0.1,1.2,0.6,1,2.1,4.1,Fair
-0.7,7,0.8,0.2,0.3,,0.3,Very Good
0.2,,0.8,1.2,4.9,,-9.1,Very Good
0.4,,0.6,2.8,,1.6,-3.8,Good
-0.2,-1.1,0.8,3.7,0.1,0.9,5.6,Good
,-11,0.5,0.9,0.5,1.2,-4.8,Poor
0.8,-6.8,2.8,0.3,0.1,1.1,1.2,Fair
-1.3,-8.9,0.1,0.1,1,0.1,-6.2,Good
,-0.6,1.6,0.1,0.2,0.1,-1.9,Fair
-0.6,-4.2,0.8,14,0.2,0.3,-7.4,Good
0,-2,0.2,0.4,2.3,1.2,11.2,Good
0.3,0.3,0.8,2.2,0.6,1.4,12.6,Good
-1.4,3.6,0.7,0.3,0.3,0.4,19.8,Poor
-1.8,0.6,2,5.4,0.4,1,-4.1,Good
0.5,-5.5,5,17.9,1.2,1.8,-7.2,Poor
1.7,0.6,5.4,0.7,,0.8,-0.7,Good
-0.7,8.9,1.3,0.2,0.8,0.9,-19.7,Fair
0.9,16.5,0.4,0,0.2,0,-2.5,Very Good
-0.4,-4.2,1.1,3.7,1.6,1.9,-5.2,Very Good
-0.2,0.2,0.8,223.8,1.5,1.5,-1.6,Fair
-0.3,2.4,0.3,0.4,1.1,0.2,-5.6,Good
-1.4,-2.8,1.1,0,0.3,4.3,-8.2,Poor
1.5,6,0.5,5.7,0.1,,-13.9,Excellent
0.6,0.8,1,16.9,,2.6,10.2,Fair
-2.3,-5.7,1.1,5.1,4.9,1.1,-2.4,Fair
-1.2,,0.6,0,0.6,0.6,-7.1,Good
0.4,1.7,1.1,0.7,0.7,0.8,1.8,Fair
1,-4.2,3.9,1.4,0.1,1.7,-5.9,Very Good
0.2,8.6,1.4,38.9,0.5,0.4,-19.3,Very Good
-0.7,4.7,1.1,2.8,1.1,0.8,-6.6,Very Good
-0.4,,1,3,,0.1,6,Good
-0.9,-4.5,0.6,2,0.2,1.2,7.1,Fair
2.9,,0.6,0.6,0.5,0.5,14.7,Excellent
-1.1,-5,1.2,0.5,,1.5,16.1,Excellent
-2.1,0.7,0.9,1.4,0.5,3.3,16.9,Very Good
0,1.9,0.4,0.1,0.7,0.4,3.4,Good
0.7,-6.9,1.5,14.9,0.2,0.2,0.4,Excellent
-0.4,-5.5,0.3,5.5,0.4,1.3,2.3,Very Good
0.3,-2.2,0.3,0.1,1.8,0.3,-3.5,Very Good
0.5,-0.2,1.6,0.1,2.4,2.6,6.8,Fair
-0.8,6.7,1,4,0,0.1,-9.8,Fair
1.4,-3.6,0.5,0.4,0.5,0.3,-9.7,Good
-0.9,-7.3,2,1.9,0.3,0.3,4.3,Fair
